"TOA5","JTU_01_PT_42","CR200X","No_SN","CR200X.Std.02","JTU_precipitacion.CR2","35128","Precip"
"TIMESTAMP","RECORD","lluvia_mm_Tot"
"TS","RN","mm"
"","","Tot"
"2014-04-11 13:05:00",16987,0
"2014-04-11 13:10:00",16988,0
"2014-04-11 13:15:00",16989,0
"2014-04-11 13:20:00",16990,0
"2014-04-11 13:25:00",16991,0
"2014-04-11 13:30:00",16992,0
"2014-04-11 13:35:00",16993,0
"2014-04-11 13:40:00",16994,0
"2014-04-11 13:45:00",16995,0
"2014-04-11 13:50:00",16996,0
"2014-04-11 13:55:00",16997,0
"2014-04-11 14:00:00",16998,0
"2014-04-11 14:05:00",16999,0
"2014-04-11 14:10:00",17000,0
"2014-04-11 14:15:00",17001,0
"2014-04-11 14:20:00",17002,0
"2014-04-11 14:25:00",17003,0
"2014-04-11 14:30:00",17004,0
"2014-04-11 14:35:00",17005,0
"2014-04-11 14:40:00",17006,0
"2014-04-11 14:45:00",17007,0
"2014-04-11 14:50:00",17008,0
"2014-04-11 14:55:00",17009,0
"2014-04-11 15:00:00",17010,0
"2014-04-11 15:05:00",17011,0
"2014-04-11 15:10:00",17012,0
"2014-04-11 15:15:00",17013,0
"2014-04-11 15:20:00",17014,0
"2014-04-11 15:25:00",17015,0
"2014-04-11 15:30:00",17016,0
"2014-04-11 15:35:00",17017,0
"2014-04-11 15:40:00",17018,0
"2014-04-11 15:45:00",17019,0
"2014-04-11 15:50:00",17020,0
"2014-04-11 15:55:00",17021,0
"2014-04-11 16:00:00",17022,0
"2014-04-11 16:05:00",17023,0
"2014-04-11 16:10:00",17024,0
"2014-04-11 16:15:00",17025,0
"2014-04-11 16:20:00",17026,0
"2014-04-11 16:25:00",17027,0
"2014-04-11 16:30:00",17028,0
"2014-04-11 16:35:00",17029,0
"2014-04-11 16:40:00",17030,0
"2014-04-11 16:45:00",17031,0
"2014-04-11 16:50:00",17032,0
"2014-04-11 16:55:00",17033,0
"2014-04-11 17:00:00",17034,0
"2014-04-11 17:05:00",17035,0
"2014-04-11 17:10:00",17036,0
"2014-04-11 17:15:00",17037,0
"2014-04-11 17:20:00",17038,0
"2014-04-11 17:25:00",17039,0
"2014-04-11 17:30:00",17040,0
"2014-04-11 17:35:00",17041,0
"2014-04-11 17:40:00",17042,0
"2014-04-11 17:45:00",17043,0
"2014-04-11 17:50:00",17044,0
"2014-04-11 17:55:00",17045,0
"2014-04-11 18:00:00",17046,0
"2014-04-11 18:05:00",17047,0
"2014-04-11 18:10:00",17048,0
"2014-04-11 18:15:00",17049,0
"2014-04-11 18:20:00",17050,0
"2014-04-11 18:25:00",17051,0
"2014-04-11 18:30:00",17052,0
"2014-04-11 18:35:00",17053,0
"2014-04-11 18:40:00",17054,0
"2014-04-11 18:45:00",17055,0
"2014-04-11 18:50:00",17056,0
"2014-04-11 18:55:00",17057,0
"2014-04-11 19:00:00",17058,0
"2014-04-11 19:05:00",17059,0
"2014-04-11 19:10:00",17060,0
"2014-04-11 19:15:00",17061,0
"2014-04-11 19:20:00",17062,0
"2014-04-11 19:25:00",17063,0
"2014-04-11 19:30:00",17064,0
"2014-04-11 19:35:00",17065,0
"2014-04-11 19:40:00",17066,0
"2014-04-11 19:45:00",17067,0
"2014-04-11 19:50:00",17068,0
"2014-04-11 19:55:00",17069,0
"2014-04-11 20:00:00",17070,0
"2014-04-11 20:05:00",17071,0
"2014-04-11 20:10:00",17072,0
"2014-04-11 20:15:00",17073,0
"2014-04-11 20:20:00",17074,0
"2014-04-11 20:25:00",17075,0
"2014-04-11 20:30:00",17076,0
"2014-04-11 20:35:00",17077,0
"2014-04-11 20:40:00",17078,0
"2014-04-11 20:45:00",17079,0
"2014-04-11 20:50:00",17080,0
"2014-04-11 20:55:00",17081,0
"2014-04-11 21:00:00",17082,0
"2014-04-11 21:05:00",17083,0
"2014-04-11 21:10:00",17084,0
"2014-04-11 21:15:00",17085,0
"2014-04-11 21:20:00",17086,0
"2014-04-11 21:25:00",17087,0
"2014-04-11 21:30:00",17088,0
"2014-04-11 21:35:00",17089,0
"2014-04-11 21:40:00",17090,0
"2014-04-11 21:45:00",17091,0
"2014-04-11 21:50:00",17092,0
"2014-04-11 21:55:00",17093,0
"2014-04-11 22:00:00",17094,0
"2014-04-11 22:05:00",17095,0
"2014-04-11 22:10:00",17096,0
"2014-04-11 22:15:00",17097,0
"2014-04-11 22:20:00",17098,0
"2014-04-11 22:25:00",17099,0
"2014-04-11 22:30:00",17100,0
"2014-04-11 22:35:00",17101,0
"2014-04-11 22:40:00",17102,0
"2014-04-11 22:45:00",17103,0
"2014-04-11 22:50:00",17104,0
"2014-04-11 22:55:00",17105,0
"2014-04-11 23:00:00",17106,0
"2014-04-11 23:05:00",17107,0
"2014-04-11 23:10:00",17108,0
"2014-04-11 23:15:00",17109,0
"2014-04-11 23:20:00",17110,0
"2014-04-11 23:25:00",17111,0
"2014-04-11 23:30:00",17112,0
"2014-04-11 23:35:00",17113,0
"2014-04-11 23:40:00",17114,0
"2014-04-11 23:45:00",17115,0
"2014-04-11 23:50:00",17116,0
"2014-04-11 23:55:00",17117,0
"2014-04-12 00:00:00",17118,0
"2014-04-12 00:05:00",17119,0
"2014-04-12 00:10:00",17120,0
"2014-04-12 00:15:00",17121,0
"2014-04-12 00:20:00",17122,0
"2014-04-12 00:25:00",17123,0
"2014-04-12 00:30:00",17124,0
"2014-04-12 00:35:00",17125,0
"2014-04-12 00:40:00",17126,0
"2014-04-12 00:45:00",17127,0
"2014-04-12 00:50:00",17128,0
"2014-04-12 00:55:00",17129,0
"2014-04-12 01:00:00",17130,0
"2014-04-12 01:05:00",17131,0
"2014-04-12 01:10:00",17132,0
"2014-04-12 01:15:00",17133,0
"2014-04-12 01:20:00",17134,0
"2014-04-12 01:25:00",17135,0
"2014-04-12 01:30:00",17136,0
"2014-04-12 01:35:00",17137,0
"2014-04-12 01:40:00",17138,0
"2014-04-12 01:45:00",17139,0
"2014-04-12 01:50:00",17140,0
"2014-04-12 01:55:00",17141,0
"2014-04-12 02:00:00",17142,0
"2014-04-12 02:05:00",17143,0
"2014-04-12 02:10:00",17144,0
"2014-04-12 02:15:00",17145,0
"2014-04-12 02:20:00",17146,0
"2014-04-12 02:25:00",17147,0
"2014-04-12 02:30:00",17148,0
"2014-04-12 02:35:00",17149,0
"2014-04-12 02:40:00",17150,0
"2014-04-12 02:45:00",17151,0
"2014-04-12 02:50:00",17152,0
"2014-04-12 02:55:00",17153,0
"2014-04-12 03:00:00",17154,0
"2014-04-12 03:05:00",17155,0
"2014-04-12 03:10:00",17156,0
"2014-04-12 03:15:00",17157,0
"2014-04-12 03:20:00",17158,0
"2014-04-12 03:25:00",17159,0
"2014-04-12 03:30:00",17160,0
"2014-04-12 03:35:00",17161,0
"2014-04-12 03:40:00",17162,0
"2014-04-12 03:45:00",17163,0
"2014-04-12 03:50:00",17164,0
"2014-04-12 03:55:00",17165,0
"2014-04-12 04:00:00",17166,0
"2014-04-12 04:05:00",17167,0
"2014-04-12 04:10:00",17168,0
"2014-04-12 04:15:00",17169,0
"2014-04-12 04:20:00",17170,0
"2014-04-12 04:25:00",17171,0
"2014-04-12 04:30:00",17172,0
"2014-04-12 04:35:00",17173,0
"2014-04-12 04:40:00",17174,0
"2014-04-12 04:45:00",17175,0
"2014-04-12 04:50:00",17176,0
"2014-04-12 04:55:00",17177,0
"2014-04-12 05:00:00",17178,0
"2014-04-12 05:05:00",17179,0
"2014-04-12 05:10:00",17180,0
