Título de trazado: JTU_01_PT_32
"N.º,""Fecha Tiempo, GMT-05:00"",""PRECIPITACION, mm (LGR S/N: 2412761, SEN S/N: 2412761)"",""Final de archivo (LGR S/N: 2412761)"""
"1;07/10/2014 11:07:01;0"
"2;07/10/2014 13:15:41;0.1"
"3;07/10/2014 13:41:55;0.2"
"4;07/10/2014 18:08:34;0.3"
"5;07/10/2014 18:23:01;0.4"
"6;07/10/2014 18:27:43;0.5"
"7;07/10/2014 18:32:39;0.6"
"8;07/10/2014 18:37:24;0.7"
"9;07/10/2014 18:42:54;0.8"
"10;07/10/2014 19:01:37;0.9"
"11;07/10/2014 19:11:55;1"
"12;07/10/2014 19:15:28;1.1"
"13;07/10/2014 19:18:29;1.2"
"14;07/10/2014 19:24:41;1.3"
"15;07/10/2014 19:31:01;1.4"
"16;07/10/2014 19:36:08;1.5"
"17;07/10/2014 19:41:01;1.6"
"18;07/10/2014 19:49:19;1.7"
"19;07/10/2014 20:00:46;1.8"
"20;07/10/2014 20:36:20;1.9"
"21;07/10/2014 21:05:29;2"
"22;08/10/2014 07:06:52;2.1"
"23;08/10/2014 08:03:40;2.2"
"24;08/10/2014 13:38:22;2.3"
"25;08/10/2014 14:02:56;2.4"
"26;08/10/2014 14:05:25;2.5"
"27;08/10/2014 14:06:40;2.6"
"28;08/10/2014 14:08:31;2.7"
"29;08/10/2014 14:09:44;2.8"
"30;08/10/2014 14:11:20;2.9"
"31;08/10/2014 14:12:51;3"
"32;08/10/2014 14:13:52;3.1"
"33;08/10/2014 14:14:50;3.2"
"34;08/10/2014 14:16:09;3.3"
"35;08/10/2014 14:17:17;3.4"
"36;08/10/2014 14:17:58;3.5"
"37;08/10/2014 14:18:18;3.6"
"38;08/10/2014 14:19:08;3.7"
"39;08/10/2014 14:20:54;3.8"
"40;08/10/2014 14:22:31;3.9"
"41;08/10/2014 14:24:02;4"
"42;08/10/2014 14:25:23;4.1"
"43;08/10/2014 14:26:19;4.2"
"44;08/10/2014 14:27:30;4.3"
"45;08/10/2014 14:29:04;4.4"
"46;08/10/2014 14:30:35;4.5"
"47;08/10/2014 14:31:26;4.6"
"48;08/10/2014 14:32:12;4.7"
"49;08/10/2014 14:33:14;4.8"
"50;08/10/2014 14:34:18;4.9"
"51;08/10/2014 14:35:27;5"
"52;08/10/2014 14:36:10;5.1"
"53;08/10/2014 14:37:11;5.2"
"54;08/10/2014 14:38:27;5.3"
"55;08/10/2014 14:39:38;5.4"
"56;08/10/2014 14:40:31;5.5"
"57;08/10/2014 14:43:49;5.6"
"58;08/10/2014 14:45:47;5.7"
"59;08/10/2014 14:46:55;5.8"
"60;08/10/2014 14:47:43;5.9"
"61;08/10/2014 14:48:22;6"
"62;08/10/2014 14:48:46;6.1"
"63;08/10/2014 14:49:09;6.2"
"64;08/10/2014 14:49:31;6.3"
"65;08/10/2014 14:49:55;6.4"
"66;08/10/2014 14:50:25;6.5"
"67;08/10/2014 14:51:03;6.6"
"68;08/10/2014 14:51:37;6.7"
"69;08/10/2014 14:52:11;6.8"
"70;08/10/2014 14:53:19;6.9"
"71;08/10/2014 14:54:39;7"
"72;08/10/2014 14:55:25;7.1"
"73;08/10/2014 14:56:21;7.2"
"74;08/10/2014 14:56:57;7.3"
"75;08/10/2014 14:57:35;7.4"
"76;08/10/2014 14:59:04;7.5"
"77;08/10/2014 16:05:12;7.6"
"78;08/10/2014 16:08:40;7.7"
"79;08/10/2014 16:12:50;7.8"
"80;08/10/2014 16:17:28;7.9"
"81;08/10/2014 16:28:19;8"
"82;08/10/2014 16:34:57;8.1"
"83;08/10/2014 16:41:14;8.2"
"84;08/10/2014 16:43:58;8.3"
"85;08/10/2014 16:48:04;8.4"
"86;08/10/2014 16:49:16;8.5"
"87;08/10/2014 16:50:28;8.6"
"88;08/10/2014 16:51:26;8.7"
"89;08/10/2014 16:53:02;8.8"
"90;08/10/2014 16:54:43;8.9"
"91;08/10/2014 16:57:14;9"
"92;08/10/2014 16:59:35;9.1"
"93;08/10/2014 17:02:32;9.2"
"94;08/10/2014 17:05:26;9.3"
"95;08/10/2014 17:08:06;9.4"
"96;08/10/2014 17:10:08;9.5"
"97;08/10/2014 17:12:33;9.6"
"98;08/10/2014 17:14:50;9.7"
"99;08/10/2014 17:17:00;9.8"
"100;08/10/2014 17:18:11;9.9"
"101;08/10/2014 17:20:13;10"
"102;08/10/2014 17:21:46;10.1"
"103;08/10/2014 17:22:57;10.2"
"104;08/10/2014 17:24:02;10.3"
"105;08/10/2014 17:25:37;10.4"
"106;08/10/2014 17:26:47;10.5"
"107;08/10/2014 17:28:01;10.6"
"108;08/10/2014 17:28:52;10.7"
"109;08/10/2014 17:30:17;10.8"
"110;08/10/2014 17:32:35;10.9"
"111;08/10/2014 17:36:44;11"
"112;08/10/2014 17:40:13;11.1"
"113;08/10/2014 17:44:41;11.2"
"114;08/10/2014 17:51:52;11.3"
"115;08/10/2014 20:54:56;11.4"
"116;09/10/2014 10:10:43;11.5"
"117;09/10/2014 10:20:02;11.6"
"118;09/10/2014 10:27:58;11.7"
"119;09/10/2014 10:30:56;11.8"
"120;09/10/2014 10:35:02;11.9"
"121;09/10/2014 10:41:28;12"
"122;09/10/2014 10:50:18;12.1"
"123;09/10/2014 11:15:16;12.2"
"124;09/10/2014 11:26:41;12.3"
"125;09/10/2014 11:30:47;12.4"
"126;09/10/2014 11:34:08;12.5"
"127;09/10/2014 11:42:19;12.6"
